"county.ind","state.county","yr","glyphosate","diffPCP","diffPCP.9403","diffPCP.0418"
82,"18151",2001,0.700944155670131,23.3685628000001,14.55353,29.2452513333334
82,"18151",2002,0.753619577765352,-41.4491372,-50.26417,-35.5724486666667
82,"18151",2003,0.803431905460417,53.2501628,44.43513,59.1268513333333
82,"18151",2004,0.797728901141238,44.9750928,36.1600599999999,50.8517813333333
82,"18151",2005,0.79759478900688,-171.1820372,-179.99707,-165.305348666667
82,"18151",2006,0.920664891212897,31.9022628,23.08723,37.7789513333333
82,"18151",2007,0.802207029695501,103.4303628,94.61533,109.307051333333
82,"18151",2008,1,-156.3677372,-165.18277,-150.491048666667
82,"18151",2009,1,46.6678628000001,37.85283,52.5445513333334
82,"18151",2010,0.80912105733487,33.8214628000001,25.00643,39.6981513333334
82,"18151",2011,0.801475329784047,59.5651628000001,50.75013,65.4418513333334
82,"18151",2012,0.706013581429264,-177.9925372,-186.80757,-172.115848666667
82,"18151",2013,0.773031967932352,48.1514628,39.33643,54.0281513333333
82,"18151",2014,0.796627370853788,-89.1092372,-97.92427,-83.2325486666667
82,"18151",2015,0.838741805676702,54.7334628,45.9184299999999,60.6101513333333
82,"18151",2016,0.860296506630207,-4.20963719999997,-13.02467,1.66705133333335
82,"18151",2017,0.952218077935087,-29.4960372,-38.31107,-23.6193486666667
82,"18151",2018,1,116.9597628,108.14473,122.836451333333
83,"18157",1994,0.142261280273615,132.382732,152.32222,119.08974
83,"18157",1995,0.166028038509296,-130.741568,-110.80208,-144.03456
83,"18157",1996,0.211695497938159,1.70383199999992,21.6433199999999,-11.58916
83,"18157",1997,0.19463178963512,-128.901168,-108.96168,-142.19416
83,"18157",1998,0.554049289236205,70.472032,90.41152,57.1790400000001
83,"18157",1999,0.531531266870144,-113.203568,-93.26408,-126.49656
83,"18157",2000,0.77430501742935,-50.4773680000001,-30.5378800000001,-63.77036
83,"18157",2001,0.687225746852695,-99.2339680000001,-79.2944800000001,-112.52696
83,"18157",2002,0.850787212609409,52.305932,72.24542,39.0129400000001
83,"18157",2003,0.756454056842359,66.298232,86.23772,53.0052400000001
83,"18157",2004,0.943621170757582,73.196432,93.1359199999999,59.90344
83,"18157",2005,0.901314460506023,-142.138968,-122.19948,-155.43196
