"county.ind","state.county","yr","glyphosate","summer.pcp"
112,"19045",2010,0.861349633204157,136.987559863335
112,"19045",2011,0.795109119131186,103.208655317177
112,"19045",2012,0.965393078690528,63.5041988392497
112,"19045",2013,0.982385143137491,103.514765718644
112,"19045",2014,0.856326899095285,113.940749451517
112,"19045",2015,0.922705740600899,123.389818464336
112,"19045",2016,0.877477067989734,131.472129444129
112,"19045",2017,0.934517948544257,111.838071752902
112,"19045",2018,0.838539912979013,102.406863793044
113,"19047",2004,0.728811733307139,77.1621541144161
113,"19047",2005,0.589438345925283,87.5473818408872
113,"19047",2006,0.715153492282192,92.6353689144173
113,"19047",2007,0.891730908200244,117.903874855317
113,"19047",2008,1,124.673778421193
113,"19047",2009,1,101.641217027983
113,"19047",2010,0.802903486902625,131.900426472016
113,"19047",2011,0.850618262932741,92.9518034467719
113,"19047",2012,1,73.1652266976692
113,"19047",2013,1,88.730748205874
113,"19047",2014,0.992069996453535,160.511486964161
113,"19047",2015,0.988231167580355,150.755729011619
113,"19047",2016,0.990388705044236,98.5607646984441
113,"19047",2017,0.934039784584543,111.834638363633
113,"19047",2018,0.869129877842654,120.6296928876
114,"19049",2004,0.671378606839865,106.990941154554
114,"19049",2005,0.624640751989104,95.2997893778309
114,"19049",2006,0.779131896472159,94.8880919961727
114,"19049",2007,0.862040204240617,131.577809397104
114,"19049",2008,1,130.245502767589
114,"19049",2009,1,113.139537027204
114,"19049",2010,0.908636739339035,176.014192658238
114,"19049",2011,0.989955247444302,110.3588088667
114,"19049",2012,0.935712464805867,63.6192698630727
114,"19049",2013,0.955548052002001,89.8763544744517
114,"19049",2014,0.943443917014822,129.631757510208
114,"19049",2015,0.855743681865206,134.880216707274
114,"19049",2016,0.863024038971955,99.3387601025882
114,"19049",2017,0.726631726684044,78.2035157159645
114,"19049",2018,0.806735939102821,98.2522625518075
115,"19051",2004,0.806358446482007,111.093871758747
115,"19051",2005,0.917705284186039,76.4003380834538
115,"19051",2006,0.725086593177146,71.4931628052086
115,"19051",2007,0.809631448867803,117.880300652345
115,"19051",2008,1,141.705608878436
115,"19051",2009,1,119.285373430547
115,"19051",2010,0.783640467367377,178.317173683029
115,"19051",2011,0.884424472373471,99.3529702693374
115,"19051",2012,0.940087928319908,58.7759579942911
115,"19051",2013,0.963676811446627,97.5384009882575
115,"19051",2014,1,110.799367789765
115,"19051",2015,0.946045615615436,135.941010489957
115,"19051",2016,1,83.0790038687518
115,"19051",2017,1,64.5383892094222
115,"19051",2018,0.785351742793785,61.6680425552114
116,"19053",2004,0.998505454357439,110.487846901332
116,"19053",2005,0.858527521031647,87.9038851044819
116,"19053",2006,1,93.0399362141085
116,"19053",2007,1,128.057804133405
116,"19053",2008,1,138.038529271366
116,"19053",2009,1,122.579154422768
116,"19053",2010,1,142.047791082395
116,"19053",2011,1,115.881520043447
116,"19053",2012,1,77.9186671459667
116,"19053",2013,1,94.4924297622723
116,"19053",2014,1,149.225147638346
116,"19053",2015,1,135.378358827598
116,"19053",2016,0.892623361486922,80.8900032739144
116,"19053",2017,1,70.2378118012416
116,"19053",2018,0.81930622937685,81.4108843983877
117,"19055",2004,0.451484652768814,106.526828130984
117,"19055",2005,0.512226126766861,78.9966745488049
117,"19055",2006,0.66002233529118,93.2326111145159
117,"19055",2007,0.778950024462042,116.76709099134
117,"19055",2008,0.925263666786364,168.613544936725
117,"19055",2009,1,114.32708857943
117,"19055",2010,0.801592477285604,149.327038930406
117,"19055",2011,0.84622010041726,104.987770164828
117,"19055",2012,0.87008359411208,56.687924611484
117,"19055",2013,0.951797912131919,129.587238457478
117,"19055",2014,0.857367615620811,103.021449771273
117,"19055",2015,0.843844945742102,90.4914626593509
117,"19055",2016,0.896872638195976,102.333058189375
117,"19055",2017,0.969660470268422,96.7610729005831
117,"19055",2018,0.860523123051894,113.8216289391
118,"19057",2004,0.720763071714089,95.5895675358605
118,"19057",2005,0.883471410888094,64.0891179981039
118,"19057",2006,0.667977763278845,72.1687524325278
118,"19057",2007,0.941539130487359,123.620717446056
118,"19057",2008,1,135.308412754494
118,"19057",2009,1,151.829878365825
118,"19057",2010,0.747894076549881,163.756329643267
118,"19057",2011,0.840585581174214,104.204899489643
118,"19057",2012,0.969008477822335,77.7556779027103
118,"19057",2013,0.923929162625847,100.561004100935
118,"19057",2014,1,102.917675498136
118,"19057",2015,0.925427837388384,122.474491919602
118,"19057",2016,0.993957045607134,112.102299045777
118,"19057",2017,1,76.3025596775675
118,"19057",2018,0.79132665113853,73.4295056535588
119,"19059",2004,0.805224462210031,99.7308924444687
119,"19059",2005,0.684814762137837,103.457776873854
119,"19059",2006,0.885533029911942,87.890763522771
119,"19059",2007,1,105.117619275015
119,"19059",2008,1,90.3164078768336
119,"19059",2009,1,83.3477639442895
119,"19059",2010,0.940689969085583,119.812662137283
119,"19059",2011,0.911644374354451,129.220874812958
119,"19059",2012,0.936837616276957,98.1709664101923
119,"19059",2013,1,85.5493163598318
119,"19059",2014,1,109.424535373116
119,"19059",2015,0.959162456896205,100.401629871436
119,"19059",2016,0.90342477488013,127.501212763008
119,"19059",2017,0.982674188637855,116.473846092189
119,"19059",2018,0.785171785159442,160.310939102611
120,"19061",2004,0.390362376562235,101.377292333835
120,"19061",2005,0.475084521916292,75.676320968987
120,"19061",2006,0.609162188847219,106.341001250995
120,"19061",2007,0.789215574489487,118.920863044717
120,"19061",2008,0.917195275647959,158.836785688774
120,"19061",2009,1,115.427318554041
120,"19061",2010,0.801754453128392,154.248622356229
120,"19061",2011,0.844665465784213,116.872269306584
120,"19061",2012,0.699744643262536,53.6274984656932
120,"19061",2013,0.971093326977769,127.615971199951
120,"19061",2014,0.846482794041932,116.13449302955
120,"19061",2015,0.819924396315279,84.796953046089
120,"19061",2016,0.922823366784515,117.697706274664
120,"19061",2017,0.937969978559389,117.187457500496
120,"19061",2018,0.847604949428334,115.665449615674
121,"19063",2004,0.770715930045371,93.6742117040712
121,"19063",2005,0.679253272909107,105.327355831617
121,"19063",2006,0.853974613415152,88.6791393775581
121,"19063",2007,1,100.990218047648
121,"19063",2008,1,90.7063972572364
121,"19063",2009,1,61.708022133693
121,"19063",2010,0.917320021306885,110.881149109005
121,"19063",2011,0.899563255517236,103.671855967176
121,"19063",2012,0.932302749606991,81.5561698725742
121,"19063",2013,1,90.9302528059967
121,"19063",2014,1,119.184525992028
121,"19063",2015,0.934921517320989,99.7914522491038
121,"19063",2016,0.892247779529757,107.649344481347
121,"19063",2017,0.958135624940265,94.2832230089912
121,"19063",2018,0.777387438298585,154.454078969566
122,"19065",2004,0.570380931531834,134.847507287128
122,"19065",2005,0.635035169083705,95.6200922068617
122,"19065",2006,0.763221260731039,83.887735260779
122,"19065",2007,0.946234016117528,128.437623458145
122,"19065",2008,0.990410429544624,142.682901250476
122,"19065",2009,1,102.628233629892
122,"19065",2010,0.890591929945572,128.649194875894
122,"19065",2011,0.903561557946223,89.2933600935131
122,"19065",2012,0.805657017564473,62.7989103115075
122,"19065",2013,1,127.773189643393
122,"19065",2014,0.892980960569749,112.131872370651
122,"19065",2015,0.885636231967327,92.431470330751
122,"19065",2016,0.954457336474353,116.569744647846
122,"19065",2017,1,109.239367510206
122,"19065",2018,0.927890852500435,127.215304854003
123,"19067",2004,0.748275473809671,115.138685372956
123,"19067",2005,0.668891903982667,113.628950506578
123,"19067",2006,0.783234169274586,78.9682995747342
123,"19067",2007,0.812258169009964,116.975027877816
123,"19067",2008,1,131.800713690657
123,"19067",2009,1,90.4526888147529
123,"19067",2010,0.977553028193256,104.395319887263
123,"19067",2011,0.903225313034074,85.8392871327407
123,"19067",2012,1,66.626032173088
123,"19067",2013,1,143.493067661729
123,"19067",2014,0.867622849605137,114.911735025176
123,"19067",2015,0.920547411206972,105.275674680288
123,"19067",2016,0.844223721021484,126.254884346553
123,"19067",2017,0.752910496116243,99.430890661197
123,"19067",2018,0.85909024832701,141.808971230135
124,"19069",2004,0.722146001219729,98.1040826408801
124,"19069",2005,0.629908487885528,114.849583383766
124,"19069",2006,0.74379817070015,76.0116623528898
124,"19069",2007,0.765356657989318,128.320415615638
124,"19069",2008,1,139.221355501099
124,"19069",2009,1,98.1041337264241
124,"19069",2010,0.950215873094333,137.218086979882
124,"19069",2011,0.874858991796168,83.5309946552942
124,"19069",2012,0.910873448187442,59.6614615492393
124,"19069",2013,1,126.085337924403
124,"19069",2014,0.852430464115304,133.818531342378
124,"19069",2015,0.903293276327132,116.483724792775
124,"19069",2016,0.808173094932782,104.387638606149
124,"19069",2017,0.725735657824522,83.2213651732955
124,"19069",2018,0.83142303291702,132.22743801842
125,"19071",2004,0.614889593086125,96.2946821062753
125,"19071",2005,0.66319612293012,91.7348609850595
125,"19071",2006,0.78411454898766,90.9031170845498
125,"19071",2007,0.861370576705104,118.744377876552
125,"19071",2008,0.846140795267656,127.421225365153
125,"19071",2009,0.983622063189158,82.6311360294248
125,"19071",2010,0.709445944777963,106.869836775374
125,"19071",2011,0.677082848256541,98.8827909136025
125,"19071",2012,0.994956271391852,64.6742476767649
125,"19071",2013,1,85.4287086262612
125,"19071",2014,1,107.087285474432
125,"19071",2015,1,137.668245779812
125,"19071",2016,0.931170073391037,137.780875030282
125,"19071",2017,0.759531470458878,102.235962622405
125,"19071",2018,0.900760511061604,92.8042084769294
126,"19073",2004,0.741220568796486,99.4905782227195
126,"19073",2005,0.609648507478213,84.4430280786174
126,"19073",2006,0.73288725745696,95.1300915249618
126,"19073",2007,0.874595117987871,125.723253903453
126,"19073",2008,1,133.428287840972
126,"19073",2009,1,100.818469825445
126,"19073",2010,0.80156963348455,147.06786335854
126,"19073",2011,0.85301605564316,82.3384812336131
126,"19073",2012,0.98595492311434,54.9254296673702
126,"19073",2013,1,89.4733783594169
126,"19073",2014,0.985859954761335,125.255817048063
126,"19073",2015,0.991079749648016,136.455790641987
126,"19073",2016,0.996646360164225,104.927236389464
126,"19073",2017,0.930341010859453,81.4374668111226
126,"19073",2018,0.870336096877359,118.613160716438
127,"19075",2004,0.659848287769097,92.7220412260448
127,"19075",2005,0.622991776312665,93.5226194395258
127,"19075",2006,0.775022853037681,82.6657592782315
127,"19075",2007,0.86660114507092,132.335520249533
127,"19075",2008,1,156.554274518311
127,"19075",2009,1,118.311290244062
127,"19075",2010,0.910852990386937,144.569750321848
127,"19075",2011,0.98680055127738,85.7333017733615
127,"19075",2012,0.967384027832693,53.9713606301468
127,"19075",2013,0.960326495915755,129.900389510744
127,"19075",2014,0.964334190581424,126.685770117233
127,"19075",2015,0.858590939368135,117.833243057589
127,"19075",2016,0.871228126233828,110.773500371622
127,"19075",2017,0.733299990727294,88.8879353803407
127,"19075",2018,0.809341719681143,111.983597596534
128,"19077",2004,0.732496531618872,106.041214558872
128,"19077",2005,0.601874613317515,93.6921660640297
128,"19077",2006,0.731458540701655,97.053417221914
128,"19077",2007,1,135.57690681549
128,"19077",2008,1,132.170672447796
128,"19077",2009,1,106.088598946164
128,"19077",2010,0.817941365602613,157.094359198197
128,"19077",2011,0.859445705583597,97.7375282337733
128,"19077",2012,1,63.6269623486215
128,"19077",2013,1,101.476403418708
128,"19077",2014,0.979500915965732,129.563995632345
128,"19077",2015,0.998627865925634,146.558372448966
128,"19077",2016,1,103.254138488412
128,"19077",2017,0.937906845998043,96.3843178879828
128,"19077",2018,0.864800989801538,104.176432486775
129,"19079",2004,0.607129230558932,112.524767662082
129,"19079",2005,0.58493664280373,96.8821959245844
129,"19079",2006,0.710186404483633,77.7772565372384
129,"19079",2007,0.806142795067361,133.395087285181
129,"19079",2008,1,145.147756240944
129,"19079",2009,1,95.3992960625464
129,"19079",2010,0.866590298214076,153.670670610816
129,"19079",2011,0.958432840041777,74.2460918727459
129,"19079",2012,0.81840412216405,57.0684793779012
129,"19079",2013,0.931179877633862,94.42332157157
129,"19079",2014,0.910388655674251,115.627302505349
129,"19079",2015,0.819131677106553,118.996335257974
129,"19079",2016,0.836570658801587,95.5330502584591
129,"19079",2017,0.707903458476339,70.7797833412753
129,"19079",2018,0.808262507830598,132.829520248271
130,"19081",2004,0.721769906291469,113.316860424421
130,"19081",2005,0.65272952431706,117.624638658756
130,"19081",2006,0.75554507607395,80.2797338339053
130,"19081",2007,0.81685924264226,118.471165369785
130,"19081",2008,1,119.895345397859
130,"19081",2009,1,89.162793824738
130,"19081",2010,0.95753380163171,106.357046395336
130,"19081",2011,0.877311356729656,83.2652613183706
130,"19081",2012,0.934957820562241,57.0905797099272
130,"19081",2013,1,115.29255805718
